Species,Area,Units,Country,2013,2012,2011,2010,2009,2008,2007,2006
ELE,27_3_D_25,TLW,DK,1,1,1,1,2,1,0,0
ELE,27_3_D_25,TLW,PL,3,1,1,3,3,3,1,1
ELE,27_3_D_25,TLW,SE,98,70,101,125,117,138,141,118
ELE,27_3_D_26,TLW,LT,0,0,0,0,0,0,0,0
ELE,27_3_D_26,TLW,LV,0,0,0,0,0,0,0,0
ELE,27_3_D_26,TLW,PL,14,9,8,19,15,19,20,25
ELE,27_3_D_26,TLW,RU,5,5,9,16,9,17,36,54
ELE,27_3_D_27,TLW,SE,115,121,127,124,157,173,194,185
ELE,27_3_D_28,TLW,EE,1,1,1,1,2,2,2,4
ELE,27_3_D_28,TLW,LV,2,0,1,1,1,1,1,2
ELE,27_3_D_28,TLW,SE,0,0,0,0,0,0,0,0
ELE,27_3_D_28_1,TLW,EE,1,1,1,0,2,2,0,0
ELE,27_3_D_28_1,TLW,LV,2,0,0,0,0,0,0,0
ELE,27_3_D_28_2,TLW,EE,0,0,0,0,0,0,0,0
ELE,27_3_D_28_2,TLW,LV,0,0,0,0,0,0,0,0
ELE,27_3_D_28_NK,TLW,EE,0,0,0,1,0,0,2,4
ELE,27_3_D_28_NK,TLW,LV,0,0,1,1,1,1,1,2
ELE,27_3_D_28_NK,TLW,SE,0,0,0,0,0,0,0,0
ELE,27_3_D_29,TLW,EE,0,0,0,1,1,1,1,2
ELE,27_3_D_29,TLW,FI,0,0,0,0,3,3,0,0
ELE,27_3_D_29,TLW,SE,5,5,9,8,9,11,15,4
ELE,27_3_D_30,TLW,FI,0,0,0,0,0,0,0,0
ELE,27_3_D_30,TLW,SE,1,2,2,2,3,3,1,4
ELE,27_3_D_31,TLW,FI,0,0,0,0,0,0,0,0
ELE,27_3_D_31,TLW,SE,0,0,0,0,0,0,0,0
ELE,27_3_D_32,TLW,EE,1,1,1,1,2,2,2,3
ELE,27_3_D_32,TLW,FI,3,1,2,0,10,10,0,0
ELE,27_4,TLW,DE,0,0,0,0,0,0,0,4
ELE,27_4,TLW,DK,14,14,16,15,10,6,5,10
ELE,27_4,TLW,FR,0,0,0,0,0,0,0,0
ELE,27_4,TLW,NL,5,1,3,6,3,6,8,16
ELE,27_4,TLW,NO,0,0,0,3,14,69,70,113
ELE,27_4,TLW,SE,0,0,0,0,0,0,0,0
ELE,27_4,TLW,UK,0,0,0,0,0,1,1,2
ELE,27_4,TLW,UKM,0,0,0,0,0,1,1,2
ELE,27_4_A,TLW,DK,0,0,0,0,0,0,0,0
ELE,27_4_A,TLW,NO,0,0,0,3,14,69,70,113
ELE,27_4_A,TLW,UK,0,0,0,0,0,1,1,2
ELE,27_4_A,TLW,UKM,0,0,0,0,0,1,1,2
ELE,27_4_AB,TLW,DE,0,0,0,0,0,0,0,0
ELE,27_4_AB,TLW,DK,0,0,0,0,0,0,0,0
ELE,27_4_AB,TLW,NL,0,0,0,0,0,0,0,0
ELE,27_4_AB,TLW,NO,0,0,0,0,0,0,0,0
ELE,27_4_AB,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_4_AB,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_4_B,TLW,DE,0,0,0,0,0,0,0,4
ELE,27_4_B,TLW,DK,14,14,16,15,10,6,5,10
ELE,27_4_B,TLW,NL,1,0,0,0,0,0,0,0
ELE,27_4_B,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_4_C,TLW,FR,0,0,0,0,0,0,0,0
ELE,27_4_C,TLW,NL,4,1,3,6,3,6,8,16
ELE,27_4_C,TLW,UK,0,0,0,0,0,0,0,0
DGS,27_5,TLW,IS,6,51,53,62,95,68,34,82
ELE,27_5,TLW,NL,0,0,0,0,0,0,0,0
ELE,27_5,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_5,TLW,UKM,0,0,0,0,0,0,0,0
DGS,27_5_A,TLW,IS,6,51,53,62,95,68,34,82
ELE,27_5_A,TLW,NL,0,0,0,0,0,0,0,0
DGS,27_5_A_2,TLW,IS,6,51,0,0,0,0,0,0
ELE,27_5_B,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_5_B,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_5_B_NK,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_6,TLW,DK,0,0,0,0,0,0,0,0
ELE,27_6,TLW,IE,0,0,0,0,0,0,0,0
ELE,27_6,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_6,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_6_A,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_6_A,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_6_B,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_6_B,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_6_B_2,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_6_B_2,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_6_B_NK,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7,TLW,FR,2,0,1,4,1,14,14,21
ELE,27_7,TLW,IE,0,0,0,0,0,0,0,0
ELE,27_7,TLW,NL,0,0,0,0,0,0,0,0
ELE,27_7,TLW,UK,2,0,0,0,1,0,1,0
ELE,27_7,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_7_A,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_A,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_7_B,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
ELE,27_7_BC,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_BC,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_7_C,TLW,FR,0,0,0,1,0,0,0,0
ELE,27_7_C,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_C,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_7_C_NK,TLW,FR,0,0,0,1,0,0,0,0
ELE,27_7_C_NK,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_D,TLW,FR,1,0,0,0,1,14,14,21
ELE,27_7_D,TLW,UK,2,0,0,0,0,0,1,0
ELE,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
ELE,27_7_DE,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_DE_NK,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_E,TLW,FR,0,0,1,3,0,0,0,0
ELE,27_7_E,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_F,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_G,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_G,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_7_H,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_J,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_J,TLW,UKM,0,0,0,0,0,0,0,0
ELE,27_7_J_NK,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_7_K,TLW,FR,0,0,0,0,0,0,0,0
ELE,27_8,TLW,ES,6,7,6,7,5,4,6,11
ELE,27_8,TLW,FR,64,65,54,84,50,54,61,41
ELE,27_8,TLW,NL,0,0,0,0,0,0,0,0
ELE,27_8,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_8_A,TLW,FR,46,44,39,68,30,28,32,18
ELE,27_8_A,TLW,UK,0,0,0,0,0,0,0,0
ELE,27_8_B,TLW,FR,18,21,14,16,20,26,30,23
ELE,27_8_C,TLW,ES,6,7,6,7,5,4,6,11
ELE,27_8_D,TLW,FR,0,0,0,0,0,0,0,0
ELE,27_8_D_NK,TLW,FR,0,0,0,0,0,0,0,0
ELE,27_9,TLW,ES,44,31,29,26,42,30,24,52
ELE,27_9,TLW,FR,0,0,0,0,3,0,0,0
ELE,27_9,TLW,PT,5,5,7,11,9,6,8,5
ELE,27_9_A,TLW,ES,44,31,29,26,42,30,24,52
ELE,27_9_A,TLW,FR,0,0,0,0,3,0,0,0
ELE,27_9_A,TLW,PT,5,5,7,11,9,6,8,0
ELE,27_9_NK,TLW,PT,0,0,0,0,0,0,0,5
ELE,27_NK,TLW,FR,0,17,9,1,0,0,0,0
ELE,27_NK,TLW,IE,0,0,0,0,0,0,0,1
ELP,27,TLW,DE,3,6,2,2,3,2,1,2
ELP,27,TLW,DK,2,2,4,3,2,2,1,3
ELP,27,TLW,EE,1,4,3,1,0,1,2,0
DGS,27_5_A_NK,TLW,IS,0,0,53,62,95,68,34,82
ELP,27,TLW,LV,40,36,34,38,54,30,38,50
ELP,27,TLW,PL,0,0,0,0,0,1,3,3
ELP,27,TLW,RU,0,0,0,0,0,0,0,0
ELP,27,TLW,UK,0,0,0,0,0,0,0,0
ELP,27,TLW,UKM,0,0,0,0,0,0,0,0
ELP,27_3,TLW,DE,3,6,2,2,3,2,1,2
ELP,27_3,TLW,DK,2,2,4,3,2,2,1,3
ELP,27_3,TLW,EE,1,4,3,1,0,1,2,0
ELP,27_3,TLW,LV,40,36,34,38,54,30,38,50
ELP,27_3,TLW,PL,0,0,0,0,0,1,3,3
ELP,27_3,TLW,RU,0,0,0,0,0,0,0,0
ELP,27_3_A,TLW,DE,0,0,0,0,0,0,0,0
ELP,27_3_A,TLW,DK,0,0,0,0,0,0,0,0
ELP,27_3_B,TLW,DK,0,0,0,0,0,0,0,0
ELP,27_3_BC,TLW,DE,2,5,1,2,2,1,0,1
ELP,27_3_BC,TLW,DK,1,2,2,3,1,1,1,3
ELP,27_3_BC_NK,TLW,DE,0,0,0,0,0,0,0,0
ELP,27_3_B_23,TLW,DK,0,0,0,0,0,0,0,0
ELP,27_3_C,TLW,DE,0,0,1,0,2,1,0,1
ELP,27_3_C,TLW,DK,0,0,2,3,1,1,1,3
ELP,27_3_C_22,TLW,DE,2,5,1,2,2,1,0,1
ELP,27_3_C_22,TLW,DK,1,2,2,3,1,1,1,3
ELP,27_3_D,TLW,DE,0,0,1,0,1,1,1,1
ELP,27_3_D,TLW,DK,0,0,1,1,1,1,0,0
ELP,27_3_D,TLW,EE,1,4,3,1,0,1,2,0
ELP,27_3_D,TLW,LV,40,36,34,38,54,30,38,50
ELP,27_3_D,TLW,PL,0,0,0,0,0,1,3,3
ELP,27_3_D,TLW,RU,0,0,0,0,0,0,0,0
ELP,27_3_D_24,TLW,DE,0,0,1,0,1,1,1,1
ELP,27_3_D_24,TLW,DK,0,0,1,1,1,1,0,0
ELP,27_3_D_24,TLW,PL,0,0,0,0,0,0,0,0
ELP,27_3_D_25,TLW,DK,0,0,0,0,0,0,0,0
ELP,27_3_D_25,TLW,PL,0,0,0,0,0,0,0,0
ELP,27_3_D_26,TLW,LV,0,0,0,0,0,0,0,0
ELP,27_3_D_26,TLW,PL,0,0,0,0,0,1,3,3
ELP,27_3_D_28,TLW,EE,1,4,3,1,0,1,2,0
ELP,27_3_D_28,TLW,LV,40,36,34,38,54,30,38,50
ELP,27_3_D_28_1,TLW,EE,1,4,3,0,0,1,0,0
ELP,27_3_D_28_1,TLW,LV,33,30,0,0,0,0,0,0
ELP,27_3_D_28_2,TLW,EE,0,0,0,0,0,0,0,0
ELP,27_3_D_28_2,TLW,LV,7,6,0,0,0,0,0,0
ELP,27_3_D_28_NK,TLW,EE,0,0,0,1,0,0,2,0
ELP,27_3_D_28_NK,TLW,LV,0,0,34,38,54,30,38,50
ELP,27_3_D_29,TLW,EE,0,0,0,0,0,0,0,0
ELP,27_3_D_32,TLW,EE,0,0,0,0,0,0,0,0
ELP,27_4,TLW,DK,0,0,0,0,0,0,0,0
ELP,27_4,TLW,UK,0,0,0,0,0,0,0,0
ELP,27_4,TLW,UKM,0,0,0,0,0,0,0,0
ELP,27_4_A,TLW,UK,0,0,0,0,0,0,0,0
ELP,27_4_AB,TLW,DK,0,0,0,0,0,0,0,0
ELP,27_4_AB,TLW,UK,0,0,0,0,0,0,0,0
ELP,27_4_AB,TLW,UKM,0,0,0,0,0,0,0,0
ELP,27_4_B,TLW,DK,0,0,0,0,0,0,0,0
ELP,27_4_B,TLW,UK,0,0,0,0,0,0,0,0
DPX,27,TLW,IS,0,0,0,0,0,0,0,0
DPX,27_5,TLW,IS,0,0,0,0,0,0,0,0
DPX,27_5_A,TLW,IS,0,0,0,0,0,0,0,0
ELP,27_6,TLW,UK,0,0,0,0,0,0,0,0
ELP,27_6,TLW,UKM,0,0,0,0,0,0,0,0
ELP,27_6_A,TLW,UK,0,0,0,0,0,0,0,0
ELP,27_7,TLW,UK,0,0,0,0,0,0,0,0
ELP,27_7_E,TLW,UK,0,0,0,0,0,0,0,0
ELX,27,TLW,ES,0,0,0,0,0,0,0,0
ELX,27,TLW,FR,0,0,0,0,0,51,51,55
ELX,27,TLW,PT,0,0,1,3,2,4,4,7
ELX,27_7,TLW,FR,0,0,0,0,0,4,4,10
ELX,27_7_D,TLW,FR,0,0,0,0,0,2,2,1
ELX,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
ELX,27_7_E,TLW,FR,0,0,0,0,0,2,2,10
ELX,27_8,TLW,ES,0,0,0,0,0,0,0,0
ELX,27_8,TLW,FR,0,0,0,0,0,48,48,45
ELX,27_8,TLW,PT,0,0,0,0,0,0,0,0
ELX,27_8_A,TLW,FR,0,0,0,0,0,37,37,31
ELX,27_8_B,TLW,FR,0,0,0,0,0,11,11,14
ELX,27_8_D,TLW,FR,0,0,0,0,0,0,0,0
ELX,27_8_D_NK,TLW,FR,0,0,0,0,0,0,0,0
ELX,27_9,TLW,ES,0,0,0,0,0,0,0,0
ELX,27_9,TLW,PT,0,0,1,3,2,4,4,7
ELX,27_9_A,TLW,PT,0,0,1,3,2,4,4,0
ELX,27_9_NK,TLW,PT,0,0,0,0,0,0,0,7
ELZ,27,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27,TLW,IE,0,0,0,0,0,0,0,0
ECH,27,TLW,IS,0,0,144,0,0,0,0,0
ELZ,27_3,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27_3_BC,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27_3_C,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27_3_C_22,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27_3_D,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27_3_D_24,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27_4,TLW,DK,0,0,0,0,0,0,0,0
ELZ,27_4_B,TLW,DK,0,0,0,0,0,0,0,0
ECH,27_5,TLW,IS,0,0,144,0,0,0,0,0
ECH,27_5_A,TLW,IS,0,0,144,0,0,0,0,0
ELZ,27_7,TLW,IE,0,0,0,0,0,0,0,0
ELZ,27_7_A,TLW,IE,0,0,0,0,0,0,0,0
ELZ,27_7_G,TLW,IE,0,0,0,0,0,0,0,0
EMM,27,TLW,RU,0,22,0,0,0,0,0,0
EMM,27_9,TLW,RU,0,22,0,0,0,0,0,0
ENC,27,TLW,PL,0,0,0,0,0,0,0,0
ENC,27_3,TLW,PL,0,0,0,0,0,0,0,0
ENC,27_3_D,TLW,PL,0,0,0,0,0,0,0,0
ENC,27_3_D_26,TLW,PL,0,0,0,0,0,0,0,0
ENX,27,TLW,NO,5,9,0,0,0,0,0,0
ENX,27,TLW,PT,36,37,35,69,59,50,0,0
ENX,27_10,TLW,PT,0,0,0,0,0,0,0,0
ENX,27_10_A,TLW,PT,0,0,0,0,0,0,0,0
ENX,27_10_A_NK,TLW,PT,0,0,0,0,0,0,0,0
ENX,27_2,TLW,NO,0,0,0,0,0,0,0,0
ENX,27_2_A,TLW,NO,0,0,0,0,0,0,0,0
ENX,27_2_A_2,TLW,NO,0,0,0,0,0,0,0,0
ENX,27_3,TLW,NO,0,0,0,0,0,0,0,0
ENX,27_3_A,TLW,NO,0,0,0,0,0,0,0,0
ENX,27_4,TLW,NO,5,9,0,0,0,0,0,0
ENX,27_4_A,TLW,NO,5,9,0,0,0,0,0,0
ENX,27_8,TLW,PT,0,0,0,0,0,0,0,0
ENX,27_8_C,TLW,PT,0,0,0,0,0,0,0,0
ENX,27_9,TLW,PT,36,37,35,69,59,50,0,0
ENX,27_9_A,TLW,PT,36,37,35,69,59,50,0,0
ENX,27_9_B,TLW,PT,0,0,0,0,0,0,0,0
ENX,27_9_B_2,TLW,PT,0,0,0,0,0,0,0,0
EOG,27,TLW,RU,4,6,10,25,0,0,0,0
HAD,27_1_NK,TLW,FR,0,0,0,0,0,21,21,0
HAL,27_1,TLW,FR,0,0,0,0,0,0,0,0
EOI,27,TLW,ES,648,0,0,0,0,0,0,0
EOI,27,TLW,PT,169,102,129,252,187,174,417,248
EOI,27_7,TLW,ES,7,0,0,0,0,0,0,0
EOI,27_7_H,TLW,ES,0,0,0,0,0,0,0,0
EOI,27_7_J,TLW,ES,7,0,0,0,0,0,0,0
EOI,27_7_J_2,TLW,ES,7,0,0,0,0,0,0,0
EOI,27_8,TLW,ES,344,0,0,0,0,0,0,0
EOI,27_8,TLW,PT,2,2,1,0,0,0,3,0
EOI,27_8_B,TLW,ES,2,0,0,0,0,0,0,0
EOI,27_8_B,TLW,PT,0,0,0,0,0,0,0,0
EOI,27_8_C,TLW,ES,342,0,0,0,0,0,0,0
EOI,27_8_C,TLW,PT,2,2,1,0,0,0,3,0
EOI,27_8_D,TLW,PT,0,0,0,0,0,0,0,0
EOI,27_8_D_2,TLW,PT,0,0,0,0,0,0,0,0
EOI,27_8_NK,TLW,PT,0,0,0,0,0,0,0,0
EOI,27_9,TLW,ES,297,0,0,0,0,0,0,0
EOI,27_9,TLW,PT,167,100,128,252,187,174,414,248
EOI,27_9_A,TLW,ES,296,0,0,0,0,0,0,0
EOI,27_9_A,TLW,PT,167,97,128,252,187,174,413,69
EOI,27_9_B,TLW,ES,1,0,0,0,0,0,0,0
EOI,27_9_B,TLW,PT,0,0,0,0,0,0,1,0
EOI,27_9_B_1,TLW,ES,1,0,0,0,0,0,0,0
EOI,27_9_B_2,TLW,ES,0,0,0,0,0,0,0,0
EOI,27_9_B_NK,TLW,PT,0,0,0,0,0,0,1,0
EOI,27_9_NK,TLW,PT,0,2,0,0,0,0,0,179
EPI,27,TLW,ES,0,2,43,32,39,14,35,23
EPI,27,TLW,FO,0,0,0,0,0,0,0,0
EPI,27,TLW,FR,13,21,8,15,13,11,15,76
EPI,27,TLW,IE,0,0,0,0,0,0,1,12
ECH,27_5_A_NK,TLW,IS,0,0,144,0,0,0,0,0
EPI,27,TLW,PT,5,5,5,7,11,11,13,18
EPI,27,TLW,UK,0,0,0,0,0,0,0,0
EPI,27,TLW,UKM,0,0,0,0,0,0,0,0
EPI,27_10,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_10,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_10,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_10,TLW,PT,4,4,5,5,7,7,7,10
EPI,27_10_A,TLW,PT,4,4,5,0,7,7,0,0
EPI,27_10_A_2,TLW,PT,4,4,5,0,0,0,0,0
EPI,27_10_A_NK,TLW,PT,0,0,0,0,7,7,0,0
EPI,27_10_NK,TLW,PT,0,0,0,5,0,0,7,10
EPI,27_12,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_12,TLW,FR,0,0,0,0,0,0,0,0
ELE,27,TLW,IS,0,0,0,0,0,0,0,0
EPI,27_12_A,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_12_NK,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_2,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_2_A,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_4,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_4,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_4,TLW,UKM,0,0,0,0,0,0,0,0
EPI,27_4_A,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_4_AB,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_4_AB,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_4_AB,TLW,UKM,0,0,0,0,0,0,0,0
EPI,27_4_B,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_4_C,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_5,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_5,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_5,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_5,TLW,UKM,0,0,0,0,0,0,0,0
EPI,27_5_B,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_5_B,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_5_B,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_5_B,TLW,UKM,0,0,0,0,0,0,0,0
EPI,27_5_B_1,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_5_B_1,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_5_B_NK,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_5_B_NK,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_6,TLW,ES,0,0,0,0,0,0,2,1
EPI,27_6,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_6,TLW,FR,10,16,4,7,10,5,8,25
EPI,27_6,TLW,IE,0,0,0,0,0,0,0,1
EPI,27_6,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_6,TLW,UKM,0,0,0,0,0,0,0,0
EPI,27_6_A,TLW,ES,0,0,0,0,0,0,2,1
EPI,27_6_A,TLW,FR,10,16,4,7,10,5,8,24
EPI,27_6_A,TLW,IE,0,0,0,0,0,0,0,1
EPI,27_6_A,TLW,UK,0,0,0,0,0,0,0,0
EPI,27_6_B,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_6_B,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_6_B,TLW,FR,0,0,0,0,0,0,0,1
EPI,27_6_B_NK,TLW,FR,0,0,0,0,0,0,0,1
EPI,27_7,TLW,ES,0,0,42,4,11,8,10,9
EPI,27_7,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_7,TLW,FR,2,4,3,7,2,4,6,46
EPI,27_7,TLW,IE,0,0,0,0,0,0,1,11
EPI,27_7_B,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_7_BC,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_7_BC,TLW,FO,0,0,0,0,0,0,0,0
EPI,27_7_BC,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
EPI,27_7_C,TLW,ES,0,0,0,0,0,0,4,5
EPI,27_7_C,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_7_C,TLW,IE,0,0,0,0,0,0,1,4
EPI,27_7_C_NK,TLW,ES,0,0,0,0,0,0,4,5
EPI,27_7_C_NK,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_7_C_NK,TLW,IE,0,0,0,0,0,0,1,4
EPI,27_7_D,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_7_E,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_7_H,TLW,ES,0,0,0,0,0,2,0,0
EPI,27_7_H,TLW,FR,0,1,0,0,1,1,1,2
EPI,27_7_J,TLW,ES,0,0,42,4,11,6,1,4
EPI,27_7_J,TLW,FR,1,3,2,7,1,2,3,36
EPI,27_7_J_2,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_7_J_NK,TLW,ES,0,0,42,4,11,6,1,4
EPI,27_7_J_NK,TLW,FR,1,3,2,7,1,2,3,36
EPI,27_7_K,TLW,ES,0,0,0,0,0,0,5,0
EPI,27_7_K,TLW,FR,0,0,0,0,0,1,2,8
EPI,27_7_K,TLW,IE,0,0,0,0,0,0,0,8
EPI,27_7_K_NK,TLW,ES,0,0,0,0,0,0,5,0
EPI,27_7_K_NK,TLW,FR,0,0,0,0,0,1,2,8
EPI,27_7_K_NK,TLW,IE,0,0,0,0,0,0,0,8
EPI,27_8,TLW,ES,0,2,1,27,0,2,0,4
EPI,27_8,TLW,FR,1,1,1,0,2,1,1,5
EPI,27_8,TLW,PT,0,0,0,0,0,1,0,1
EPI,27_8_A,TLW,ES,0,0,0,2,0,1,0,3
EPI,27_8_A,TLW,FR,1,0,1,0,1,1,1,2
EPI,27_8_B,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_8_B,TLW,FR,0,0,0,0,0,0,0,0
EPI,27_8_C,TLW,ES,0,2,1,25,0,0,0,1
EPI,27_8_C,TLW,PT,0,0,0,0,0,1,0,1
EPI,27_8_D,TLW,ES,0,0,0,0,0,1,0,0
EPI,27_8_D,TLW,FR,0,0,0,0,1,1,1,3
EPI,27_8_D_1,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_8_D_2,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_8_D_NK,TLW,ES,0,0,0,0,0,1,0,0
EPI,27_8_D_NK,TLW,FR,0,0,0,0,1,1,1,3
EPI,27_9,TLW,ES,0,0,0,1,28,4,23,9
EPI,27_9,TLW,PT,1,1,1,2,4,3,6,8
EPI,27_9_A,TLW,ES,0,0,0,1,28,4,23,9
EPI,27_9_A,TLW,PT,1,1,1,2,4,3,6,1
EPI,27_9_B,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_9_B,TLW,PT,0,0,0,0,0,0,0,0
EPI,27_9_B_1,TLW,ES,0,0,0,0,0,0,0,0
EPI,27_9_B_1,TLW,PT,0,0,0,0,0,0,0,0
EPI,27_9_B_NK,TLW,PT,0,0,0,0,0,0,0,0
EPI,27_9_NK,TLW,PT,0,0,0,0,0,0,0,6
EQE,27,TLW,ES,368,0,0,0,0,0,0,0
EQE,27,TLW,IE,19,68,87,48,0,0,16,456
EQE,27_7,TLW,IE,19,68,87,48,0,0,16,456
EQE,27_7_A,TLW,IE,19,68,87,48,0,0,16,456
EQE,27_7_G,TLW,IE,0,0,0,0,0,0,0,0
EQE,27_8,TLW,ES,11,0,0,0,0,0,0,0
EQE,27_8_C,TLW,ES,11,0,0,0,0,0,0,0
EQE,27_9,TLW,ES,357,0,0,0,0,0,0,0
EQE,27_9_A,TLW,ES,357,0,0,0,0,0,0,0
EQI,27,TLW,ES,67,0,0,0,0,0,0,0
EQI,27,TLW,IE,700,129,73,82,0,284,0,3
EQI,27,TLW,PT,8,6,6,9,11,7,7,9
EQI,27_7,TLW,IE,700,129,73,82,0,284,0,3
EQI,27_7_A,TLW,IE,674,96,55,69,0,284,0,0
EQI,27_7_B,TLW,IE,27,33,18,13,0,0,0,3
EQI,27_8,TLW,ES,5,0,0,0,0,0,0,0
EQI,27_8,TLW,PT,0,0,0,0,0,0,0,0
EQI,27_8_C,TLW,ES,5,0,0,0,0,0,0,0
EQI,27_8_C,TLW,PT,0,0,0,0,0,0,0,0
EQI,27_9,TLW,ES,61,0,0,0,0,0,0,0
EQI,27_9,TLW,PT,8,6,6,9,11,7,7,9
EQI,27_9_A,TLW,ES,61,0,0,0,0,0,0,0
EQI,27_9_A,TLW,PT,8,6,6,9,11,7,7,0
EQI,27_9_NK,TLW,PT,0,0,0,0,0,0,0,9
ERO,27,TLW,EE,0,0,0,3,0,0,0,0
ERO,27_3,TLW,EE,0,0,0,3,0,0,0,0
ERO,27_3_D,TLW,EE,0,0,0,3,0,0,0,0
ERO,27_3_D_32,TLW,EE,0,0,0,3,0,0,0,0
ERS,27,TLW,NL,54,21,13,0,2,1,0,0
ERS,27_4,TLW,NL,54,21,13,0,2,1,0,0
ERS,27_4_C,TLW,NL,54,21,13,0,2,1,0,0
ETR,27,TLW,FR,0,0,0,0,0,0,0,0
ETR,27,TLW,UK,0,0,0,0,0,20,0,0
ETR,27,TLW,UKM,0,0,0,0,0,20,0,0
ETR,27_6,TLW,UK,0,0,0,0,0,14,0,0
ETR,27_6,TLW,UKM,0,0,0,0,0,14,0,0
