Species,Area,Units,Country,2013,2012,2011,2010,2009,2008,2007,2006
SBX,27_5_A_SW,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_5_B,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_5_B,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_5_B,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_5_B_1,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_5_B_1,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_5_B_1,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_5_B_1_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_5_B_2,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_5_B_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_6,TLW,DE,0,0,0,0,0,0,0,0
SBX,27_6,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_6,TLW,FR,0,0,2,0,0,0,0,0
SBX,27_6,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_6,TLW,RU,0,0,0,0,0,0,0,0
SBX,27_6,TLW,UK,0,0,0,1,0,0,0,0
SBX,27_6,TLW,UKM,0,0,0,1,0,0,0,0
SBX,27_6_A,TLW,FR,0,0,2,0,0,0,0,0
SBX,27_6_A,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_6_A,TLW,UK,0,0,0,1,0,0,0,0
SBX,27_6_A,TLW,UKM,0,0,0,1,0,0,0,0
SBX,27_6_B,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_6_B,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_6_B,TLW,RU,0,0,0,0,0,0,0,0
SBX,27_6_B,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_6_B,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_6_B_2,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_6_B_2,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_6_B_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7,TLW,BE,0,0,0,0,0,0,0,0
SBX,27_7,TLW,DE,0,0,0,0,0,0,0,0
SBX,27_7,TLW,ES,0,0,0,2,1,0,24,0
SBX,27_7,TLW,FR,1,2,2,0,0,0,0,0
SBX,27_7,TLW,GG,0,13,0,34,92,55,213,162
SBX,27_7,TLW,IE,0,0,0,2,0,2,2,0
SBX,27_7,TLW,JE,12,86,18,0,0,0,0,0
SBX,27_7,TLW,NL,35,10,22,0,4,4,2,0
SBX,27_7,TLW,PL,0,0,0,0,0,0,0,0
SBX,27_7,TLW,UK,4,5,12,17,33,33,66,25
SBX,27_7,TLW,UKM,0,1,7,8,22,11,10,6
SBX,27_7_A,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_A,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_B,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_7_B,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_B,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_BC,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_7_BC,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_BC,TLW,NL,0,0,0,0,0,0,0,0
SBX,27_7_BC,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_BC,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_7_BC_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_C,TLW,ES,0,0,0,0,0,0,1,0
SBX,27_7_C,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_7_C,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_C,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_C,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_7_C_NK,TLW,ES,0,0,0,0,0,0,1,0
SBX,27_7_C_NK,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_C_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_D,TLW,FR,1,2,0,0,0,0,0,0
SBX,27_7_D,TLW,NL,30,8,17,0,3,4,2,0
SBX,27_7_D,TLW,UK,2,3,9,13,20,17,9,6
SBX,27_7_D,TLW,UKM,0,1,6,8,15,10,7,4
SBX,27_7_DE,TLW,BE,0,0,0,0,0,0,0,0
SBX,27_7_DE,TLW,DE,0,0,0,0,0,0,0,0
SBX,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_7_DE,TLW,PL,0,0,0,0,0,0,0,0
SBX,27_7_DE,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_DE,TLW,UKM,0,0,0,8,0,0,0,0
SBX,27_7_DE_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_E,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_7_E,TLW,GG,0,13,0,34,92,55,213,162
SBX,27_7_E,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_E,TLW,JE,12,86,18,0,0,0,0,0
SBX,27_7_E,TLW,NL,5,2,5,0,1,0,0,0
SBX,27_7_E,TLW,UK,1,1,3,4,13,15,56,18
SBX,27_7_E,TLW,UKM,0,0,1,0,7,1,3,2
SBX,27_7_F,TLW,UK,0,1,0,0,0,1,1,1
SBX,27_7_G,TLW,IE,0,0,0,2,0,0,0,0
SBX,27_7_G,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_H,TLW,ES,0,0,0,0,0,0,4,0
SBX,27_7_H,TLW,FR,0,0,2,0,0,0,0,0
SBX,27_7_H,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_J,TLW,ES,0,0,0,2,1,0,13,0
SBX,27_7_J,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_7_J,TLW,IE,0,0,0,0,0,2,1,0
SBX,27_7_J,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_J,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_7_J_2,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_J_2,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_J_2,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_7_J_NK,TLW,ES,0,0,0,2,1,0,13,0
SBX,27_7_J_NK,TLW,IE,0,0,0,0,0,2,1,0
SBX,27_7_J_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_J_NK,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_7_K,TLW,ES,0,0,0,0,0,0,6,0
SBX,27_7_K,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_K,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_7_K,TLW,UKM,0,0,0,0,0,0,0,0
SBX,27_7_K_NK,TLW,ES,0,0,0,0,0,0,6,0
SBX,27_7_K_NK,TLW,IE,0,0,0,0,0,0,0,0
SBX,27_7_K_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_8,TLW,ES,29,12,32,32,47,315,81,19
SBX,27_8,TLW,FR,0,0,1,0,0,0,0,0
SBX,27_8,TLW,PT,0,0,0,0,0,0,0,0
SBX,27_8,TLW,UK,0,0,0,9,0,0,1,0
SBX,27_8,TLW,UKM,0,0,0,9,0,0,0,0
SBX,27_8_A,TLW,ES,0,0,0,2,1,13,19,0
SBX,27_8_A,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_8_A,TLW,UK,0,0,0,2,0,0,1,0
SBX,27_8_A,TLW,UKM,0,0,0,2,0,0,0,0
SBX,27_8_B,TLW,ES,0,0,0,0,1,0,1,1
SBX,27_8_B,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_8_C,TLW,ES,29,11,31,30,45,302,16,18
SBX,27_8_D,TLW,ES,0,0,0,1,0,0,46,0
SBX,27_8_D,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_8_D,TLW,UK,0,0,0,7,0,0,0,0
SBX,27_8_D,TLW,UKM,0,0,0,7,0,0,0,0
SBX,27_8_D_1,TLW,ES,0,0,0,1,0,0,0,0
SBX,27_8_D_2,TLW,UK,0,0,0,7,0,0,0,0
SBX,27_8_D_2,TLW,UKM,0,0,0,7,0,0,0,0
SBX,27_8_D_NK,TLW,ES,0,0,0,0,0,0,46,0
SBX,27_8_D_NK,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_8_D_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_8_E,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_8_E,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_8_E_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_8_NK,TLW,UK,0,0,0,0,0,0,0,0
SBX,27_9,TLW,ES,34,17,6,7,11,1,261,88
SBX,27_9,TLW,FR,0,0,0,0,0,0,0,0
SBX,27_9,TLW,PT,0,0,0,0,0,0,0,0
SBX,27_9_A,TLW,ES,34,17,6,7,11,1,261,88
SBX,27_9_B,TLW,ES,0,0,0,0,0,0,0,0
SBX,27_9_NK,TLW,ES,0,0,0,0,0,0,0,0
SBZ,27,TLW,ES,13,0,0,0,0,0,0,0
SBZ,27,TLW,FR,0,1,1,0,13,0,0,0
SBZ,27,TLW,PT,6,4,8,8,6,6,7,7
SBZ,27_8,TLW,ES,2,0,0,0,0,0,0,0
SBZ,27_8,TLW,FR,0,1,1,0,13,0,0,0
SBZ,27_8,TLW,PT,0,0,0,0,0,0,0,0
SBZ,27_8_A,TLW,FR,0,1,0,0,13,0,0,0
SBZ,27_8_B,TLW,FR,0,0,1,0,0,0,0,0
SBZ,27_8_C,TLW,ES,2,0,0,0,0,0,0,0
SBZ,27_8_C,TLW,PT,0,0,0,0,0,0,0,0
SBZ,27_9,TLW,ES,12,0,0,0,0,0,0,0
SBZ,27_9,TLW,PT,5,4,8,8,6,6,7,7
SBZ,27_9_A,TLW,ES,12,0,0,0,0,0,0,0
SBZ,27_9_A,TLW,PT,5,4,8,8,6,6,7,0
SBZ,27_9_NK,TLW,PT,0,0,0,0,0,0,0,6
SBZ,27_NK,TLW,FR,0,0,0,0,0,0,0,0
SCA,27,TLW,FR,0,0,0,0,3,0,0,0
SCA,27_7,TLW,FR,0,0,0,0,3,0,0,0
SCA,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
SCA,27_7_E,TLW,FR,0,0,0,0,3,0,0,0
SCB,27,TLW,DE,0,0,0,0,0,0,0,1
SCB,27_4,TLW,DE,0,0,0,0,0,0,0,1
SCB,27_4_AB,TLW,DE,0,0,0,0,0,0,0,0
SCB,27_4_B,TLW,DE,0,0,0,0,0,0,0,1
SCE,27,TLW,BE,618,751,898,1036,886,674,634,534
SCE,27,TLW,DK,0,0,0,0,0,1,1,0
SCE,27,TLW,ES,93,95,60,150,124,150,226,105
SCE,27,TLW,FR,28458,25029,28311,26887,25075,24104,26629,26874
SCE,27,TLW,GG,150,114,108,118,95,100,108,123
SCE,27,TLW,IE,2857,2688,2266,1975,2633,1072,867,660
SCE,27,TLW,IM,1455,1541,1267,2632,1734,1453,1149,152
SCE,27,TLW,JE,280,283,285,0,0,0,0,0
SCE,27,TLW,NL,0,0,0,315,754,781,757,781
SCE,27,TLW,NO,678,676,739,748,748,899,866,799
SCE,27,TLW,PT,0,0,0,0,0,0,0,0
SCE,27,TLW,UK,29727,32484,28849,30780,27606,22998,20822,19294
SCE,27,TLW,UKM,17573,17094,15758,18764,17292,10101,12371,8609
SKA,27_1_NK,TLW,RU,2,7,2,1,2,6,24,48
SME,27_1,TLW,RU,11,25,48,9,12,1,15,5
SCE,27_10,TLW,FR,0,0,0,2,13,0,0,0
SCE,27_10_A,TLW,FR,0,0,0,2,13,0,0,0
SCE,27_10_A_NK,TLW,FR,0,0,0,2,13,0,0,0
SCE,27_12,TLW,FR,0,0,0,8,9,0,0,0
SCE,27_12_A,TLW,FR,0,0,0,8,9,0,0,0
SCE,27_12_A_NK,TLW,FR,0,0,0,8,9,0,0,0
SCE,27_12_NK,TLW,FR,0,0,0,0,0,0,0,0
SCE,27_14,TLW,FR,1,0,0,0,0,0,0,0
SCE,27_14_A,TLW,FR,1,0,0,0,0,0,0,0
SME,27_1_NK,TLW,RU,11,25,48,9,12,1,15,5
SOR,27_1,TLW,RU,0,0,0,0,0,1,0,0
SCE,27_2,TLW,FR,0,2,16,21,20,0,0,0
SCE,27_2,TLW,NO,678,676,739,748,748,899,866,799
SCE,27_2,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_2,TLW,UKM,0,0,0,0,0,0,0,0
SCE,27_2_A,TLW,FR,0,0,14,21,18,0,0,0
SCE,27_2_A,TLW,NO,678,676,739,748,748,899,866,799
SCE,27_2_A,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_2_A,TLW,UKM,0,0,0,0,0,0,0,0
SCE,27_2_A_2,TLW,NO,678,676,739,748,748,0,0,0
SCE,27_2_A_NK,TLW,FR,0,0,14,21,18,0,0,0
SCE,27_2_A_NK,TLW,NO,0,0,0,0,0,899,866,799
SCE,27_2_A_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_2_B,TLW,FR,0,1,2,0,3,0,0,0
SCE,27_2_B_NK,TLW,FR,0,1,2,0,3,0,0,0
SCE,27_3,TLW,DK,0,0,0,0,0,1,1,0
SCE,27_3_A,TLW,DK,0,0,0,0,0,1,1,0
SCE,27_3_B,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_3_BC,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_3_B_23,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_3_C,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_3_C_22,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_4,TLW,BE,2,4,9,10,7,8,11,6
SCE,27_4,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_4,TLW,FR,0,1,8,1,1,6,6,4
SCE,27_4,TLW,IM,1,7,0,0,0,0,0,0
SCE,27_4,TLW,NL,0,0,0,44,54,79,120,17
SCE,27_4,TLW,NO,0,0,0,0,0,0,0,0
SCE,27_4,TLW,UK,7593,5510,3799,4804,5305,4702,5329,4828
SCE,27_4,TLW,UKM,7034,4752,3525,4299,4818,4287,4645,4543
SCE,27_4_A,TLW,FR,0,0,0,0,0,0,0,0
SCE,27_4_A,TLW,IM,0,2,0,0,0,0,0,0
SCE,27_4_A,TLW,NL,0,0,0,0,0,8,0,13
SCE,27_4_A,TLW,NO,0,0,0,0,0,0,0,0
SCE,27_4_A,TLW,UK,4859,2788,2125,2604,3257,2433,2337,2754
SCE,27_4_A,TLW,UKM,4776,2786,2125,2458,3153,2433,2178,2754
SCE,27_4_AB,TLW,BE,0,0,0,0,0,0,0,0
SCE,27_4_AB,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_4_AB,TLW,NL,0,0,0,0,0,0,0,0
SCE,27_4_AB,TLW,NO,0,0,0,0,0,0,0,0
SCE,27_4_AB,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_4_AB,TLW,UKM,0,0,0,4297,0,0,0,0
SCE,27_4_AB_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_4_B,TLW,BE,0,1,0,0,0,1,2,2
SCE,27_4_B,TLW,DK,0,0,0,0,0,0,0,0
SCE,27_4_B,TLW,FR,0,1,1,0,0,0,0,0
SCE,27_4_B,TLW,IM,1,6,0,0,0,0,0,0
SCE,27_4_B,TLW,NL,0,0,0,0,53,71,117,4
SCE,27_4_B,TLW,UK,2622,2511,1628,2152,1984,2233,2930,2064
SCE,27_4_B,TLW,UKM,2256,1950,1400,1840,1665,1854,2441,1789
SCE,27_4_C,TLW,BE,1,3,9,10,6,7,9,5
SCE,27_4_C,TLW,FR,0,0,7,1,1,6,6,4
SCE,27_4_C,TLW,NL,0,0,0,44,1,0,3,0
SCE,27_4_C,TLW,UK,112,211,46,48,64,36,63,10
SCE,27_4_C,TLW,UKM,2,16,0,2,0,0,26,0
SCE,27_4_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_5,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_5,TLW,UKM,0,0,0,0,0,0,0,0
SCE,27_5_B,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_5_B,TLW,UKM,0,0,0,0,0,0,0,0
SCE,27_5_B_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_6,TLW,BE,0,0,0,0,0,0,0,0
SCE,27_6,TLW,FR,0,0,0,0,0,0,0,0
SCE,27_6,TLW,IE,12,19,0,0,0,0,0,0
SCE,27_6,TLW,IM,117,126,48,0,0,0,0,0
SCE,27_6,TLW,UK,4433,5144,3453,3436,3542,4565,3027,3399
SCE,27_6,TLW,UKM,4051,4612,3266,3233,3094,4481,2757,3325
SCE,27_6_A,TLW,IE,12,19,0,0,0,0,0,0
SCE,27_6_A,TLW,IM,117,126,48,0,0,0,0,0
SCE,27_6_A,TLW,UK,4433,5144,3453,3436,3542,4565,3027,3399
SCE,27_6_A,TLW,UKM,4051,4612,3266,3233,3094,4481,2757,3325
SCE,27_6_B,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_6_B,TLW,UKM,0,0,0,0,0,0,0,0
SCE,27_6_B_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_6_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_7,TLW,BE,615,745,885,1024,878,665,622,528
SCE,27_7,TLW,ES,1,5,6,13,15,7,0,0
SCE,27_7,TLW,FR,27577,23883,27438,26176,23882,23084,25372,25730
SCE,27_7,TLW,GG,150,114,108,118,95,100,108,123
SCE,27_7,TLW,IE,2845,2669,2266,1975,2633,1072,867,660
SCE,27_7,TLW,IM,1338,1408,1219,1316,1734,1453,1149,152
SCE,27_7,TLW,JE,280,283,285,0,0,0,0,0
SCE,27_7,TLW,NL,0,0,0,271,700,702,637,764
SCE,27_7,TLW,UK,17701,21831,21597,22541,18760,13729,12466,11067
SCE,27_7,TLW,UKM,6488,7729,8968,11232,9379,1333,4969,741
SCE,27_7_A,TLW,BE,1,41,223,154,9,90,6,8
SCE,27_7_A,TLW,FR,1,0,6,2,0,0,0,0
SCE,27_7_A,TLW,IE,1634,1581,1429,907,1866,559,496,408
SCE,27_7_A,TLW,IM,1338,1408,1219,1316,1734,1453,1149,152
SCE,27_7_A,TLW,NL,0,0,0,0,17,288,13,0
SCE,27_7_A,TLW,UK,5476,6632,5555,5471,6085,6336,3480,1982
SCE,27_7_A,TLW,UKM,2291,2035,2228,2901,4033,1316,2229,732
SCE,27_7_B,TLW,FR,4,9,15,5,15,0,0,1
SCE,27_7_B,TLW,IE,0,2,7,61,10,0,0,28
SCE,27_7_B,TLW,UK,0,31,0,0,0,0,1,0
SCE,27_7_B,TLW,UKM,0,31,0,0,0,0,0,0
SCE,27_7_BC,TLW,FR,0,0,0,0,0,0,0,0
SCE,27_7_BC,TLW,IE,0,0,0,0,0,0,0,0
SCE,27_7_C,TLW,FR,0,0,0,4,0,0,0,0
SCE,27_7_C,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_7_C_NK,TLW,FR,0,0,0,4,0,0,0,0
SCE,27_7_C_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_7_D,TLW,BE,416,288,467,659,629,436,440,425
SCE,27_7_D,TLW,FR,18263,14328,15037,14422,12725,11698,12533,14312
SCE,27_7_D,TLW,IE,488,267,5,0,0,0,0,0
SCE,27_7_D,TLW,NL,0,0,0,148,298,263,153,307
SCE,27_7_D,TLW,UK,3663,6720,8441,9627,6261,2391,2696,1806
SCE,27_7_D,TLW,UKM,2367,4499,6156,6479,3702,13,1360,1
SCE,27_7_DE,TLW,BE,0,0,0,0,0,0,0,0
SCE,27_7_DE,TLW,FR,0,0,0,0,0,0,0,0
SCE,27_7_DE,TLW,IE,0,0,0,0,0,0,0,0
SCE,27_7_DE,TLW,NL,0,0,0,0,0,0,0,0
SCE,27_7_DE,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_7_DE,TLW,UKM,0,0,0,7903,0,0,0,0
SCE,27_7_DE_NK,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_7_E,TLW,BE,22,246,82,134,188,51,54,19
SCE,27_7_E,TLW,FR,9271,9424,12183,11524,10950,11348,12800,11333
SCE,27_7_E,TLW,GG,150,114,108,118,95,100,108,123
SCE,27_7_E,TLW,IE,3,2,1,0,0,2,9,4
SCE,27_7_E,TLW,JE,280,283,285,0,0,0,0,0
SCE,27_7_E,TLW,NL,0,0,0,123,284,122,211,16
SCE,27_7_E,TLW,UK,7830,8094,7226,6782,6140,4626,5909,6147
SCE,27_7_E,TLW,UKM,1602,1147,551,1425,1438,4,1190,8
SCE,27_7_F,TLW,BE,148,140,88,68,47,81,102,58
SCE,27_7_F,TLW,FR,0,0,12,6,1,0,0,0
SCE,27_7_F,TLW,IE,47,18,171,32,0,1,4,1
SCE,27_7_F,TLW,NL,0,0,0,0,20,2,5,0
SCE,27_7_F,TLW,UK,667,299,330,568,223,187,63,161
SCE,27_7_F,TLW,UKM,215,4,21,361,191,0,29,0
SCE,27_7_G,TLW,BE,29,30,26,9,5,7,19,16
SCE,27_7_G,TLW,ES,0,0,0,0,0,0,0,0
SCE,27_7_G,TLW,FR,0,7,12,4,9,14,14,0
SCE,27_7_G,TLW,IE,658,789,622,927,719,475,292,137
SCE,27_7_G,TLW,UK,35,18,4,17,19,61,3,7
SCE,27_7_G,TLW,UKM,0,0,0,14,6,0,1,0
SCE,27_7_H,TLW,BE,0,0,0,0,0,0,0,1
SCE,27_7_H,TLW,ES,1,5,6,13,12,5,0,0
SCE,27_7_H,TLW,FR,29,58,67,93,90,15,15,11
SCE,27_7_H,TLW,IE,5,2,12,0,0,1,7,0
SCE,27_7_H,TLW,NL,0,0,0,0,81,27,255,441
SCE,27_7_H,TLW,UK,29,36,38,75,31,128,314,963
SCE,27_7_H,TLW,UKM,13,13,11,53,9,0,160,0
SCE,27_7_J,TLW,BE,0,0,0,0,0,0,0,0
SCE,27_7_J,TLW,ES,0,0,0,1,2,2,0,0
SCE,27_7_J,TLW,FR,10,55,105,113,93,10,10,2
SCE,27_7_J,TLW,IE,10,9,19,48,37,35,59,82
SCE,27_7_J,TLW,UK,0,1,1,1,1,0,2,1
SCE,27_7_J,TLW,UKM,0,0,1,0,0,0,0,0
SCE,27_7_J_1,TLW,IE,0,0,0,0,0,0,0,0
SCE,27_7_J_2,TLW,IE,6,5,0,0,0,0,0,0
SCE,27_7_J_2,TLW,UK,0,1,1,1,1,0,2,0
SCE,27_7_J_2,TLW,UKM,0,0,1,0,0,0,0,0
SCE,27_7_J_NK,TLW,ES,0,0,0,1,2,2,0,0
SCE,27_7_J_NK,TLW,FR,10,55,105,113,93,10,10,2
SCE,27_7_J_NK,TLW,IE,4,3,19,48,37,35,59,82
SCE,27_7_J_NK,TLW,UK,0,0,0,0,0,0,0,1
SCE,27_7_J_NK,TLW,UKM,0,0,0,0,0,0,0,0
SCE,27_7_K,TLW,FR,0,1,1,4,0,0,0,0
SCE,27_7_K,TLW,IE,0,0,0,0,0,0,0,0
SCE,27_7_K,TLW,UK,0,0,3,0,0,0,0,0
SCE,27_7_K_2,TLW,UK,0,0,3,0,0,0,0,0
SCE,27_7_K_NK,TLW,FR,0,1,1,4,0,0,0,0
SCE,27_7_NK,TLW,FR,0,0,0,0,0,1,1,71
SCE,27_8,TLW,BE,2,3,3,3,1,1,1,1
SCE,27_8,TLW,ES,21,9,38,29,0,0,0,0
SCE,27_8,TLW,FR,873,887,314,386,1023,1015,1251,1137
SCE,27_8,TLW,IE,0,0,0,0,0,0,0,0
SCE,27_8,TLW,PT,0,0,0,0,0,0,0,0
SCE,27_8,TLW,UK,0,0,0,0,0,2,0,0
SCE,27_8_A,TLW,BE,0,0,0,0,0,0,0,0
SCE,27_8_A,TLW,FR,795,765,239,346,879,922,1087,977
SCE,27_8_A,TLW,UK,0,0,0,0,0,0,0,0
SCE,27_8_B,TLW,BE,2,2,3,3,1,1,0,1
SCE,27_8_B,TLW,FR,74,120,67,32,134,80,150,153
SCE,27_8_B,TLW,UK,0,0,0,0,0,1,0,0
SCE,27_8_C,TLW,ES,21,9,38,29,0,0,0,0
SCE,27_8_C,TLW,FR,0,1,3,5,2,0,0,0
SCE,27_8_D,TLW,ES,0,0,0,0,0,0,0,0
SCE,27_8_D,TLW,FR,4,1,4,3,7,13,13,0
SCE,27_8_D,TLW,UK,0,0,0,0,0,1,0,0
SCE,27_8_D_2,TLW,UK,0,0,0,0,0,1,0,0
SCE,27_8_D_NK,TLW,FR,4,1,4,3,7,13,13,0
SCE,27_8_E,TLW,FR,0,0,0,0,1,0,0,0
SCE,27_8_E,TLW,IE,0,0,0,0,0,0,0,0
SCE,27_8_E_NK,TLW,FR,0,0,0,0,1,0,0,0
SCE,27_8_NK,TLW,FR,0,0,0,0,0,0,1,7
SCE,27_9,TLW,ES,71,81,16,108,109,143,226,105
SCE,27_9,TLW,FR,0,0,0,0,0,0,0,0
SCE,27_9,TLW,PT,0,0,0,0,0,0,0,0
SCE,27_9_A,TLW,ES,71,81,16,108,109,143,226,105
SCE,27_9_A,TLW,PT,0,0,0,0,0,0,0,0
SCE,27_9_B,TLW,FR,0,0,0,0,0,0,0,0
SCE,27_9_NK,TLW,PT,0,0,0,0,0,0,0,0
SCE,27_NK,TLW,FR,7,255,536,292,128,0,0,0
SCE,27_NK,TLW,IM,0,0,0,1316,0,0,0,0
SCE,27_NK,TLW,UK,0,0,0,0,0,0,0,0
SCF,27,TLW,ES,0,0,0,0,0,0,0,0
SCF,27_8,TLW,ES,0,0,0,0,0,0,0,0
SCF,27_8_C,TLW,ES,0,0,0,0,0,0,0,0
SCF,27_9,TLW,ES,0,0,0,0,0,0,0,0
SCF,27_9_A,TLW,ES,0,0,0,0,0,0,0,0
SCK,27,TLW,DE,0,0,0,0,0,0,0,0
SCK,27,TLW,ES,0,0,0,0,0,0,0,0
SCK,27,TLW,FR,0,0,3,5,0,0,1,3
SCK,27,TLW,IE,0,0,0,0,0,0,0,9
SCK,27,TLW,PT,0,0,0,1,7,11,10,16
SCK,27,TLW,UK,0,0,0,0,0,0,5,34
SCK,27,TLW,UKM,0,0,0,0,0,0,5,1
SCK,27_10,TLW,PT,0,0,0,1,6,10,7,9
SCK,27_10_A,TLW,PT,0,0,0,0,6,10,0,0
SCK,27_10_A_NK,TLW,PT,0,0,0,0,6,10,0,0
SCK,27_10_NK,TLW,PT,0,0,0,1,0,0,7,9
SCK,27_12,TLW,PT,0,0,0,0,0,0,0,0
SCK,27_2,TLW,PT,0,0,0,0,0,0,0,0
SCK,27_5,TLW,FR,0,0,0,0,0,0,0,1
SCK,27_5,TLW,UK,0,0,0,0,0,0,0,0
SCK,27_5,TLW,UKM,0,0,0,0,0,0,0,0
SCK,27_5_B,TLW,FR,0,0,0,0,0,0,0,1
SCK,27_5_B,TLW,UK,0,0,0,0,0,0,0,0
SCK,27_5_B,TLW,UKM,0,0,0,0,0,0,0,0
SCK,27_5_B_NK,TLW,FR,0,0,0,0,0,0,0,1
SCK,27_5_B_NK,TLW,UK,0,0,0,0,0,0,0,0
SCK,27_6,TLW,IE,0,0,0,0,0,0,0,0
SCK,27_6,TLW,PT,0,0,0,0,0,0,0,0
SCK,27_6,TLW,UK,0,0,0,0,0,0,2,25
SCK,27_6,TLW,UKM,0,0,0,0,0,0,2,0
SCK,27_6_A,TLW,UK,0,0,0,0,0,0,2,25
SCK,27_6_A,TLW,UKM,0,0,0,0,0,0,2,0
SCK,27_6_B,TLW,PT,0,0,0,0,0,0,0,0
SCK,27_6_B,TLW,UK,0,0,0,0,0,0,0,0
SCK,27_6_B,TLW,UKM,0,0,0,0,0,0,0,0
SCK,27_6_B_NK,TLW,UK,0,0,0,0,0,0,0,0
